companyName,firstName,lastName,title,website,industry,employeeCount,headquarters
Philip Morris,Main,Contact,Media Director,https://www.pmi.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,New York NY
PMI,Main,Contact,Media Director,https://www.pmi.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,New York NY
Primark,Main,Contact,Media Director,https://www.primark.com,FASHION_BEAUTY,MEGA_5000_PLUS,Dublin
Procter & Gamble,Main,Contact,Media Director,https://www.pg.com,CPG_HOUSEHOLD,MEGA_5000_PLUS,Cincinnati OH
Puig,Main,Contact,Media Director,https://www.puig.com,FASHION_BEAUTY,MEGA_5000_PLUS,Barcelona
Ronald McDonald House Charities,Main,Contact,Media Director,https://www.rmhc.org,EDUCATION,LARGE_201_1000,Chicago IL
SafeAuto,Main,Contact,Media Director,https://www.safeauto.com,FINANCIAL_SERVICES,LARGE_201_1000,Columbus OH
Samsung,Main,Contact,Media Director,https://www.samsung.com,TECHNOLOGY,MEGA_5000_PLUS,Seoul
Sleep Outfitters,Main,Contact,Media Director,https://www.sleepoutfitters.com,RETAIL_ECOMMERCE,MEDIUM_51_200,Louisville KY
Smokey Bear,Main,Contact,Media Director,https://www.smokeybear.com,EDUCATION,SMALL_11_50,Washington DC
Stihl,Main,Contact,Media Director,https://www.stihl.com,CPG_HOUSEHOLD,MEGA_5000_PLUS,Waiblingen
Swedish Match,Main,Contact,Media Director,https://www.swedishmatch.com,CPG_FOOD_BEVERAGE,ENTERPRISE_1001_5000,Stockholm
Twinings,Main,Contact,Media Director,https://www.twinings.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Andover
UnitedHealth Group,Main,Contact,Media Director,https://www.unitedhealthgroup.com,HEALTHCARE_PHARMA,MEGA_5000_PLUS,Minnetonka MN
Visa,Main,Contact,Media Director,https://www.visa.com,FINANCIAL_SERVICES,MEGA_5000_PLUS,San Francisco CA
Warner Bros. Discovery,Main,Contact,Media Director,https://www.wbd.com,ENTERTAINMENT_MEDIA,MEGA_5000_PLUS,New York NY
WK Kellogg Co,Main,Contact,Media Director,https://www.wkkellogg.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Battle Creek MI
