companyName,firstName,lastName,title,website,industry,employeeCount,headquarters
Illinois Lottery,Main,Contact,Media Director,https://www.illinoislottery.com,ENTERTAINMENT_MEDIA,LARGE_201_1000,Chicago IL
Intel,Main,Contact,Media Director,https://www.intel.com,TECHNOLOGY,MEGA_5000_PLUS,Santa Clara CA
Jack in the Box,Main,Contact,Media Director,https://www.jackinthebox.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,San Diego CA
JC Penney,Main,Contact,Media Director,https://www.jcpenney.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Plano TX
Jenius Bank,Main,Contact,Media Director,https://www.jeniusbank.com,FINANCIAL_SERVICES,LARGE_201_1000,New York NY
JPMorgan Chase,Main,Contact,Media Director,https://www.jpmorganchase.com,FINANCIAL_SERVICES,MEGA_5000_PLUS,New York NY
Kering,Main,Contact,Media Director,https://www.kering.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Paris
Keurig Dr Pepper Inc.,Main,Contact,Media Director,https://www.keurigdrpepper.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Burlington MA
Kraft Heinz Company,Main,Contact,Media Director,https://www.kraftheinzcompany.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Chicago IL
Kroger,Main,Contact,Media Director,https://www.kroger.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Cincinnati OH
Kroger Health,Main,Contact,Media Director,https://www.krogerhealth.com,HEALTHCARE_PHARMA,MEGA_5000_PLUS,Cincinnati OH
Kyowa Kirin,Main,Contact,Media Director,https://www.kyowakirin.com,HEALTHCARE_PHARMA,MEGA_5000_PLUS,Tokyo
Lumen Technologies,Main,Contact,Media Director,https://www.lumen.com,TELECOM,MEGA_5000_PLUS,Monroe LA
Marriott,Main,Contact,Media Director,https://www.marriott.com,TRAVEL_HOSPITALITY,MEGA_5000_PLUS,Bethesda MD
McCormick & Company,Main,Contact,Media Director,https://www.mccormick.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Hunt Valley MD
MetLife,Main,Contact,Media Director,https://www.metlife.com,FINANCIAL_SERVICES,MEGA_5000_PLUS,New York NY
MGM Studios,Main,Contact,Media Director,https://www.mgm.com,ENTERTAINMENT_MEDIA,MEGA_5000_PLUS,Beverly Hills CA
Microsoft,Main,Contact,Media Director,https://www.microsoft.com,TECHNOLOGY,MEGA_5000_PLUS,Redmond WA
MoneyGram,Main,Contact,Media Director,https://www.moneygram.com,FINANCIAL_SERVICES,ENTERPRISE_1001_5000,Dallas TX
Native Cos.,Main,Contact,Media Director,https://www.nativecos.com,CPG_PERSONAL_CARE,LARGE_201_1000,San Francisco CA
Neiman Marcus Group,Main,Contact,Media Director,https://www.neimanmarcus.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Dallas TX
Nestle,Main,Contact,Media Director,https://www.nestle.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Vevey
New Orleans Tourism,Main,Contact,Media Director,https://www.neworleans.com,TRAVEL_HOSPITALITY,MEDIUM_51_200,New Orleans LA
Pandora Jewelry,Main,Contact,Media Director,https://www.pandora.net,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Copenhagen
Papa John's,Main,Contact,Media Director,https://www.papajohns.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Louisville KY
Polestar,Main,Contact,Media Director,https://www.polestar.com,AUTOMOTIVE,ENTERPRISE_1001_5000,Gothenburg
Principal,Main,Contact,Media Director,https://www.principal.com,FINANCIAL_SERVICES,MEGA_5000_PLUS,Des Moines IA
Procter & Gamble,Main,Contact,Media Director,https://www.pg.com,CPG_HOUSEHOLD,MEGA_5000_PLUS,Cincinnati OH
Raymour & Flanigan,Main,Contact,Media Director,https://www.raymourflanigan.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Liverpool NY
Sage Software,Main,Contact,Media Director,https://www.sage.com,TECHNOLOGY,MEGA_5000_PLUS,Newcastle upon Tyne
Sargento,Main,Contact,Media Director,https://www.sargento.com,CPG_FOOD_BEVERAGE,ENTERPRISE_1001_5000,Plymouth WI
Savers Thrift Store,Main,Contact,Media Director,https://www.savers.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,Bellevue WA
Scenic Group,Main,Contact,Media Director,https://www.scenicusa.com,TRAVEL_HOSPITALITY,MEGA_5000_PLUS,Los Angeles CA
Serta,Main,Contact,Media Director,https://www.serta.com,CPG_HOUSEHOLD,MEGA_5000_PLUS,Hoffman Estates IL
ServiceNow,Main,Contact,Media Director,https://www.servicenow.com,TECHNOLOGY,MEGA_5000_PLUS,Santa Clara CA
Shiseido,Main,Contact,Media Director,https://www.shiseido.com,CPG_PERSONAL_CARE,MEGA_5000_PLUS,Tokyo
Shopify,Main,Contact,Media Director,https://www.shopify.com,TECHNOLOGY,MEGA_5000_PLUS,Ottawa
Subway,Main,Contact,Media Director,https://www.subway.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Milford CT
The Aspen Group,Main,Contact,Media Director,https://www.aspen.edu,EDUCATION,ENTERPRISE_1001_5000,Denver CO
Tory Burch,Main,Contact,Media Director,https://www.toryburch.com,RETAIL_ECOMMERCE,MEGA_5000_PLUS,New York NY
Tropicana Brands Group,Main,Contact,Media Director,https://www.tropicana.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Chicago IL
Truist,Main,Contact,Media Director,https://www.truist.com,FINANCIAL_SERVICES,MEGA_5000_PLUS,Charlotte NC
Unilever,Main,Contact,Media Director,https://www.unilever.com,CPG_HOUSEHOLD,MEGA_5000_PLUS,London
United Airlines,Main,Contact,Media Director,https://www.united.com,TRAVEL_HOSPITALITY,MEGA_5000_PLUS,Chicago IL
Vital Farms,Main,Contact,Media Director,https://www.vitalfarms.com,CPG_FOOD_BEVERAGE,LARGE_201_1000,Austin TX
William Grant & Sons,Main,Contact,Media Director,https://www.williamgrant.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Bellshill
Workday,Main,Contact,Media Director,https://www.workday.com,TECHNOLOGY,MEGA_5000_PLUS,Pleasanton CA
Zaxby's,Main,Contact,Media Director,https://www.zaxbys.com,CPG_FOOD_BEVERAGE,MEGA_5000_PLUS,Athens GA
