companyName,companyType,industry,website,city,state,country,parentCompanyName
FCB Toronto,AGENCY,Advertising & Marketing,https://www.fcb.com,Toronto,,Canada,Interpublic Group
FCB/RED Chicago,AGENCY,Advertising & Marketing,https://www.fcb.com,Chicago,IL,US,Interpublic Group
Mosaic Group,AGENCY,Advertising & Marketing,https://www.mosaicgroupusa.com,New York,NY,US,Interpublic Group
McCann,AGENCY,Advertising & Marketing,https://www.mccann.com,New York,NY,US,Interpublic Group
Commonwealth//McCann Detroit,AGENCY,Advertising & Marketing,https://www.mccann.com,Detroit,MI,US,Interpublic Group
McCann Calgary,AGENCY,Advertising & Marketing,https://www.mccann.com,Calgary,,Canada,Interpublic Group
McCann Canada Vancouver,AGENCY,Advertising & Marketing,https://www.mccann.com,Vancouver,,Canada,Interpublic Group
McCann Detroit,AGENCY,Advertising & Marketing,https://www.mccann.com,Detroit,MI,US,Interpublic Group
McCann Hong Kong,AGENCY,Advertising & Marketing,https://www.mccann.com,Hong Kong,,Hong Kong,Interpublic Group
McCann London,AGENCY,Advertising & Marketing,https://www.mccann.com,London,,United Kingdom,Interpublic Group
McCann Miami,AGENCY,Advertising & Marketing,https://www.mccann.com,Miami,FL,US,Interpublic Group
McCann Montreal,AGENCY,Advertising & Marketing,https://www.mccann.com,Montreal,,Canada,Interpublic Group
McCann NY,AGENCY,Advertising & Marketing,https://www.mccann.com,New York,NY,US,Interpublic Group
McCann Salt Lake City,AGENCY,Advertising & Marketing,https://www.mccann.com,Salt Lake City,UT,US,Interpublic Group
McCann Sydney,AGENCY,Advertising & Marketing,https://www.mccann.com,Sydney,,Australia,Interpublic Group
McCann Toronto,AGENCY,Advertising & Marketing,https://www.mccann.com,Toronto,,Canada,Interpublic Group
McCannXBC,AGENCY,Advertising & Marketing,https://www.mccann.com,New York,NY,US,Interpublic Group
Weber Shandwick Worldwide,AGENCY,Public Relations,https://www.webershandwick.com,New York,NY,US,Interpublic Group
Sawmill NY,AGENCY,Content Production,https://www.webershandwick.com,New York,NY,US,Interpublic Group
Weber Shandwick Atlanta,AGENCY,Public Relations,https://www.webershandwick.com,Atlanta,GA,US,Interpublic Group
Weber Shandwick Baltimore,AGENCY,Public Relations,https://www.webershandwick.com,Baltimore,MD,US,Interpublic Group
Weber Shandwick Boston,AGENCY,Public Relations,https://www.webershandwick.com,Boston,MA,US,Interpublic Group
Weber Shandwick Chicago,AGENCY,Public Relations,https://www.webershandwick.com,Chicago,IL,US,Interpublic Group
Weber Shandwick DC,AGENCY,Public Relations,https://www.webershandwick.com,Washington,DC,US,Interpublic Group
Weber Shandwick Detroit,AGENCY,Public Relations,https://www.webershandwick.com,Detroit,MI,US,Interpublic Group
Weber Shandwick LA,AGENCY,Public Relations,https://www.webershandwick.com,Los Angeles,CA,US,Interpublic Group
Weber Shandwick Minneapolis,AGENCY,Public Relations,https://www.webershandwick.com,Minneapolis,MN,US,Interpublic Group
Weber Shandwick NY,AGENCY,Public Relations,https://www.webershandwick.com,New York,NY,US,Interpublic Group
Weber Shandwick Seattle,AGENCY,Public Relations,https://www.webershandwick.com,Seattle,WA,US,Interpublic Group
Weber Shandwick SF,AGENCY,Public Relations,https://www.webershandwick.com,San Francisco,CA,US,Interpublic Group
Weber Shandwick St. Louis,AGENCY,Public Relations,https://www.webershandwick.com,St. Louis,MO,US,Interpublic Group
Weber Shandwick Toronto,AGENCY,Public Relations,https://www.webershandwick.com,Toronto,,Canada,Interpublic Group
Orion Worldwide,AGENCY,Shopper Marketing,https://www.orionww.com,Norwalk,CT,US,Interpublic Group
Orion Worldwide LA,AGENCY,Shopper Marketing,https://www.orionww.com,Los Angeles,CA,US,Interpublic Group
Orion Worldwide NY,AGENCY,Shopper Marketing,https://www.orionww.com,New York,NY,US,Interpublic Group
Orion Worldwide Sydney,AGENCY,Shopper Marketing,https://www.orionww.com,Sydney,,Australia,Interpublic Group
Orion Worldwide Toronto,AGENCY,Shopper Marketing,https://www.orionww.com,Toronto,,Canada,Interpublic Group
Orion Worldwide UK,AGENCY,Shopper Marketing,https://www.orionww.com,London,,United Kingdom,Interpublic Group
Rapport,AGENCY,Media Planning & Buying,https://www.rapport.net,New York,NY,US,Interpublic Group
Rapport Birmingham,AGENCY,Media Planning & Buying,https://www.rapport.net,Birmingham,AL,US,Interpublic Group
Rapport Boston,AGENCY,Media Planning & Buying,https://www.rapport.net,Boston,MA,US,Interpublic Group
Rapport Chicago,AGENCY,Media Planning & Buying,https://www.rapport.net,Chicago,IL,US,Interpublic Group
Rapport Detroit,AGENCY,Media Planning & Buying,https://www.rapport.net,Detroit,MI,US,Interpublic Group
Rapport LA,AGENCY,Media Planning & Buying,https://www.rapport.net,Los Angeles,CA,US,Interpublic Group
Rapport London,AGENCY,Media Planning & Buying,https://www.rapport.net,London,,United Kingdom,Interpublic Group
Rapport Manchester,AGENCY,Media Planning & Buying,https://www.rapport.net,Manchester,,United Kingdom,Interpublic Group
Rapport NY,AGENCY,Media Planning & Buying,https://www.rapport.net,New York,NY,US,Interpublic Group
Rapport SF,AGENCY,Media Planning & Buying,https://www.rapport.net,San Francisco,CA,US,Interpublic Group
MRM,AGENCY,Customer Relationship Marketing,https://www.mrm.com,New York,NY,US,Interpublic Group
MRM Detroit,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Detroit,MI,US,Interpublic Group
MRM Dubai,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Dubai,,United Arab Emirates,Interpublic Group
MRM London,AGENCY,Customer Relationship Marketing,https://www.mrm.com,London,,United Kingdom,Interpublic Group
MRM NY,AGENCY,Customer Relationship Marketing,https://www.mrm.com,New York,NY,US,Interpublic Group
MRM Philadelphia,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Philadelphia,PA,US,Interpublic Group
MRM Princeton,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Princeton,NJ,US,Interpublic Group
MRM Salt Lake City,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Salt Lake City,UT,US,Interpublic Group
MRM San Francisco,AGENCY,Customer Relationship Marketing,https://www.mrm.com,San Francisco,CA,US,Interpublic Group
MRM Sydney,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Sydney,,Australia,Interpublic Group
MRM Toronto,AGENCY,Customer Relationship Marketing,https://www.mrm.com,Toronto,,Canada,Interpublic Group
Carmichael Lynch,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Minneapolis,MN,US,Interpublic Group
Carmichael Lynch Chicago,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Chicago,IL,US,Interpublic Group
Carmichael Lynch Harrisburg,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Harrisburg,PA,US,Interpublic Group
Carmichael Lynch LA,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Los Angeles,CA,US,Interpublic Group
Carmichael Lynch Minneapolis,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Minneapolis,MN,US,Interpublic Group
Carmichael Lynch NY,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,New York,NY,US,Interpublic Group
Carmichael Lynch Philadelphia,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Philadelphia,PA,US,Interpublic Group
Carmichael Lynch Relate MN,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,Minneapolis,MN,US,Interpublic Group
Carmichael Lynch Relate NY,AGENCY,Advertising & Marketing,https://www.carmichaellynch.com,New York,NY,US,Interpublic Group
Momentum Worldwide,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,New York,NY,US,Interpublic Group
Momentum WW Atlanta,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Atlanta,GA,US,Interpublic Group
Momentum WW Chicago,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Chicago,IL,US,Interpublic Group
Momentum WW Detroit,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Detroit,MI,US,Interpublic Group
Momentum WW Leeds,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Leeds,,United Kingdom,Interpublic Group
Momentum WW London,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,London,,United Kingdom,Interpublic Group
Momentum WW Manchester,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Manchester,,United Kingdom,Interpublic Group
Momentum WW NY,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,New York,NY,US,Interpublic Group
Momentum WW SF,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,San Francisco,CA,US,Interpublic Group
Momentum WW St. Louis,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,St. Louis,MO,US,Interpublic Group
Momentum WW Toronto,AGENCY,Experiential Marketing,https://www.momentum-worldwide.com,Toronto,,Canada,Interpublic Group
Deutsch,AGENCY,Advertising & Marketing,https://www.deutsch.com,Los Angeles,CA,US,Interpublic Group
Deutsch LA,AGENCY,Advertising & Marketing,https://www.deutsch.com,Los Angeles,CA,US,Interpublic Group
Campbell Ewald,AGENCY,Advertising & Marketing,https://www.campbellewald.com,Detroit,MI,US,Interpublic Group
Campbell Ewald Detroit,AGENCY,Advertising & Marketing,https://www.campbellewald.com,Detroit,MI,US,Interpublic Group
Campbell Ewald LA,AGENCY,Advertising & Marketing,https://www.campbellewald.com,Los Angeles,CA,US,Interpublic Group
Campbell Ewald NY,AGENCY,Advertising & Marketing,https://www.campbellewald.com,New York,NY,US,Interpublic Group
Campbell Ewald San Antonio,AGENCY,Advertising & Marketing,https://www.campbellewald.com,San Antonio,TX,US,Interpublic Group
J3,AGENCY,Advertising & Marketing,https://www.j3.com,New York,NY,US,Interpublic Group
J3 London,AGENCY,Advertising & Marketing,https://www.j3.com,London,,United Kingdom,Interpublic Group
J3 NY,AGENCY,Advertising & Marketing,https://www.j3.com,New York,NY,US,Interpublic Group
J3 Toronto,AGENCY,Advertising & Marketing,https://www.j3.com,Toronto,,Canada,Interpublic Group
Healix,AGENCY,Healthcare Marketing,https://www.healix.com,New York,NY,US,Interpublic Group
Healix NY,AGENCY,Healthcare Marketing,https://www.healix.com,New York,NY,US,Interpublic Group
Healix Princeton,AGENCY,Healthcare Marketing,https://www.healix.com,Princeton,NJ,US,Interpublic Group
Jack Morton Worldwide,AGENCY,Experiential Marketing,https://www.jackmorton.com,Boston,MA,US,Interpublic Group
Jack Morton Worldwide Atlanta,AGENCY,Experiential Marketing,https://www.jackmorton.com,Atlanta,GA,US,Interpublic Group
Jack Morton Worldwide Boston,AGENCY,Experiential Marketing,https://www.jackmorton.com,Boston,MA,US,Interpublic Group
Jack Morton Worldwide Chicago,AGENCY,Experiential Marketing,https://www.jackmorton.com,Chicago,IL,US,Interpublic Group
Jack Morton Worldwide Detroit,AGENCY,Experiential Marketing,https://www.jackmorton.com,Detroit,MI,US,Interpublic Group
Jack Morton Worldwide LA,AGENCY,Experiential Marketing,https://www.jackmorton.com,Los Angeles,CA,US,Interpublic Group
Jack Morton Worldwide London,AGENCY,Experiential Marketing,https://www.jackmorton.com,London,,United Kingdom,Interpublic Group
Jack Morton Worldwide NY,AGENCY,Experiential Marketing,https://www.jackmorton.com,New York,NY,US,Interpublic Group
Jack Morton Worldwide Princeton,AGENCY,Experiential Marketing,https://www.jackmorton.com,Princeton,NJ,US,Interpublic Group
Jack Morton Worldwide SF,AGENCY,Experiential Marketing,https://www.jackmorton.com,San Francisco,CA,US,Interpublic Group
Area 23,AGENCY,Healthcare Marketing,https://www.area23.com,New York,NY,US,Interpublic Group
MullenLowe Group U.S.,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,Boston,MA,US,Interpublic Group
frank. about women,AGENCY,Advertising & Marketing,https://www.frankaboutwomen.com,New York,NY,US,Interpublic Group
MullenLowe Boston,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,Boston,MA,US,Interpublic Group
MullenLowe LA,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,Los Angeles,CA,US,Interpublic Group
MullenLowe NY,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,New York,NY,US,Interpublic Group
MullenLowe Winston-Salem,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,Winston-Salem,NC,US,Interpublic Group
Resolute Digital,AGENCY,Digital Marketing,https://www.resolutedigital.com,New York,NY,US,Interpublic Group
Resolute Digital Boston,AGENCY,Digital Marketing,https://www.resolutedigital.com,Boston,MA,US,Interpublic Group
Resolute Digital LA,AGENCY,Digital Marketing,https://www.resolutedigital.com,Los Angeles,CA,US,Interpublic Group
Resolute Digital NY,AGENCY,Digital Marketing,https://www.resolutedigital.com,New York,NY,US,Interpublic Group
Resolute Digital Seattle,AGENCY,Digital Marketing,https://www.resolutedigital.com,Seattle,WA,US,Interpublic Group
Golin,AGENCY,Public Relations,https://www.golin.com,Chicago,IL,US,Interpublic Group
Golin Atlanta,AGENCY,Public Relations,https://www.golin.com,Atlanta,GA,US,Interpublic Group
Golin Chicago,AGENCY,Public Relations,https://www.golin.com,Chicago,IL,US,Interpublic Group
Golin Costa Mesa,AGENCY,Public Relations,https://www.golin.com,Costa Mesa,CA,US,Interpublic Group
Golin Dallas,AGENCY,Public Relations,https://www.golin.com,Dallas,TX,US,Interpublic Group
Golin DC,AGENCY,Public Relations,https://www.golin.com,Washington,DC,US,Interpublic Group
Golin LA,AGENCY,Public Relations,https://www.golin.com,Los Angeles,CA,US,Interpublic Group
Golin London,AGENCY,Public Relations,https://www.golin.com,London,,United Kingdom,Interpublic Group
Golin Miami,AGENCY,Public Relations,https://www.golin.com,Miami,FL,US,Interpublic Group
Golin NY,AGENCY,Public Relations,https://www.golin.com,New York,NY,US,Interpublic Group
Golin SF,AGENCY,Public Relations,https://www.golin.com,San Francisco,CA,US,Interpublic Group
Golin Toronto,AGENCY,Public Relations,https://www.golin.com,Toronto,,Canada,Interpublic Group
The Martin Agency,AGENCY,Advertising & Marketing,https://www.martinagency.com,Richmond,VA,US,Interpublic Group
Martin Agency LA,AGENCY,Advertising & Marketing,https://www.martinagency.com,Los Angeles,CA,US,Interpublic Group
Martin Agency London,AGENCY,Advertising & Marketing,https://www.martinagency.com,London,,United Kingdom,Interpublic Group
Martin Agency Portland,AGENCY,Advertising & Marketing,https://www.martinagency.com,Portland,OR,US,Interpublic Group
Martin Agency Richmond,AGENCY,Advertising & Marketing,https://www.martinagency.com,Richmond,VA,US,Interpublic Group
Martin Agency St. Louis,AGENCY,Advertising & Marketing,https://www.martinagency.com,St. Louis,MO,US,Interpublic Group
IPG Health,AGENCY,Healthcare Marketing,https://www.ipghealth.com,New York,NY,US,Interpublic Group
IPG Media Lab,AGENCY,Media Innovation,https://www.ipglab.com,New York,NY,US,Interpublic Group
Casanova//McCann,AGENCY,Hispanic Marketing,https://www.casanovamccann.com,New York,NY,US,Interpublic Group
Casanova//McCann Detroit,AGENCY,Hispanic Marketing,https://www.casanovamccann.com,Detroit,MI,US,Interpublic Group
Casanova//McCann LA,AGENCY,Hispanic Marketing,https://www.casanovamccann.com,Los Angeles,CA,US,Interpublic Group
Casanova//McCann NY,AGENCY,Hispanic Marketing,https://www.casanovamccann.com,New York,NY,US,Interpublic Group
Media Experts,AGENCY,Media Planning & Buying,https://www.mediaexperts.com,Deerfield,IL,US,Interpublic Group
Media Experts Montreal,AGENCY,Media Planning & Buying,https://www.mediaexperts.com,Montreal,,Canada,Interpublic Group
Media Experts Toronto,AGENCY,Media Planning & Buying,https://www.mediaexperts.com,Toronto,,Canada,Interpublic Group
Media Experts Vancouver,AGENCY,Media Planning & Buying,https://www.mediaexperts.com,Vancouver,,Canada,Interpublic Group
Genuine,AGENCY,Advertising & Marketing,https://www.genuineagency.com,Boston,MA,US,Interpublic Group
Genuine Boston,AGENCY,Advertising & Marketing,https://www.genuineagency.com,Boston,MA,US,Interpublic Group
Genuine Chicago,AGENCY,Advertising & Marketing,https://www.genuineagency.com,Chicago,IL,US,Interpublic Group
Genuine NY,AGENCY,Advertising & Marketing,https://www.genuineagency.com,New York,NY,US,Interpublic Group
Genuine SF,AGENCY,Advertising & Marketing,https://www.genuineagency.com,San Francisco,CA,US,Interpublic Group
MullenLowe Group,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,London,,United Kingdom,Interpublic Group
MullenLowe London,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,London,,United Kingdom,Interpublic Group
Mullenlowe Singapore,AGENCY,Advertising & Marketing,https://www.mullenlowe.com,Singapore,,Singapore,Interpublic Group
Xpeto,AGENCY,Advertising & Marketing,https://www.xpeto.com,Montreal,,Canada,Interpublic Group
XPETO Montreal,AGENCY,Advertising & Marketing,https://www.xpeto.com,Montreal,,Canada,Interpublic Group
EP+Co,AGENCY,Advertising & Marketing,https://www.ep.co,Greenville,SC,US,Interpublic Group
EP+Co Boston,AGENCY,Advertising & Marketing,https://www.ep.co,Boston,MA,US,Interpublic Group
EP+Co Greenville,AGENCY,Advertising & Marketing,https://www.ep.co,Greenville,SC,US,Interpublic Group
EP+Co NY,AGENCY,Advertising & Marketing,https://www.ep.co,New York,NY,US,Interpublic Group
215mccann,AGENCY,Advertising & Marketing,https://www.215mccann.com,San Francisco,CA,US,Interpublic Group
The Axis Agency,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,New York,NY,US,Interpublic Group
The Axis Agency Chicago,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,Chicago,IL,US,Interpublic Group
The Axis Agency Dallas,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,Dallas,TX,US,Interpublic Group
The Axis Agency LA,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,Los Angeles,CA,US,Interpublic Group
The Axis Agency Miami,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,Miami,FL,US,Interpublic Group
The Axis Agency NY,AGENCY,Advertising & Marketing,https://www.theaxisagency.com,New York,NY,US,Interpublic Group
Frukt,AGENCY,Entertainment Marketing,https://www.frukt.com,New York,NY,US,Interpublic Group
Frukt LA,AGENCY,Entertainment Marketing,https://www.frukt.com,Los Angeles,CA,US,Interpublic Group
Frukt London,AGENCY,Entertainment Marketing,https://www.frukt.com,London,,United Kingdom,Interpublic Group
Frukt NY,AGENCY,Entertainment Marketing,https://www.frukt.com,New York,NY,US,Interpublic Group
FCB Health,AGENCY,Healthcare Marketing,https://www.fcbhealth.com,New York,NY,US,Interpublic Group
FCB Health NY,AGENCY,Healthcare Marketing,https://www.fcbhealth.com,New York,NY,US,Interpublic Group
FCB Health Toronto,AGENCY,Healthcare Marketing,https://www.fcbhealth.com,Toronto,,Canada,Interpublic Group
MullenLowe Profero,AGENCY,Digital Marketing,https://www.profero.com,New York,NY,US,Interpublic Group
MullenLowe Profero NY,AGENCY,Digital Marketing,https://www.profero.com,New York,NY,US,Interpublic Group
MullenLowe Profero SF,AGENCY,Digital Marketing,https://www.profero.com,San Francisco,CA,US,Interpublic Group
MullenLowe Profero UK,AGENCY,Digital Marketing,https://www.profero.com,London,,United Kingdom,Interpublic Group
Rise & Run,AGENCY,Advertising & Marketing,https://www.riseandrun.com,Boston,MA,US,Interpublic Group
